doc_id,username,acteur_type,orientation_politique,orientation_politique_macro,create_time,topic_rerun,topic_june,statut,famille,cadrage,cadrage_id
194,20minutesfrance,media,Media-Centre,Media-Centre,1771437600,9,13.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
195,20minutesfrance,media,Media-Centre,Media-Centre,1771434000,12,14.0,garder,Fil factuel,La Jeune Garde : présentation du groupuscule et sa dissolution,14
196,20minutesfrance,media,Media-Centre,Media-Centre,1771354800,11,11.0,garder,Cadre interprétatif,L'affrontement Panot–Lecornu à l'Assemblée : instrumentalisation dénoncée et renversement de l'accusation par LFI,4
197,20minutesfrance,media,Media-Centre,Media-Centre,1771246800,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
198,20minutesfrance,media,Media-Centre,Media-Centre,1773759600,16,17.0,exclu,,,
199,20minutesfrance,media,Media-Centre,Media-Centre,1773609909,1,1.0,exclu,,,
200,20minutesfrance,media,Media-Centre,Media-Centre,1776758400,3,,exclu,,,
201,afpfr,media,Media-Centre,Media-Centre,1771423100,-1,-1.0,outlier,,,
202,afpfr,media,Media-Centre,Media-Centre,1771352608,11,11.0,garder,Cadre interprétatif,L'affrontement Panot–Lecornu à l'Assemblée : instrumentalisation dénoncée et renversement de l'accusation par LFI,4
203,afpfr,media,Media-Centre,Media-Centre,1771333213,12,14.0,garder,Fil factuel,La Jeune Garde : présentation du groupuscule et sa dissolution,14
204,afpfr,media,Media-Centre,Media-Centre,1770826431,-1,-1.0,outlier,,,
205,afpfr,media,Media-Centre,Media-Centre,1775669405,5,6.0,exclu,,,
206,afpfr,media,Media-Centre,Media-Centre,1776101413,8,8.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
207,c_a_vous,media,Media-Centre,Media-Centre,1773089400,-1,-1.0,outlier,,,
208,c_a_vous,media,Media-Centre,Media-Centre,1772110800,20,20.0,garder,Cadre interprétatif,La bataille du récit médiatique : emprise des médias Bolloré et critiques de LFI à l'égard des médias,6
209,c_a_vous,media,Media-Centre,Media-Centre,1771621800,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
210,c_a_vous,media,Media-Centre,Media-Centre,1771526776,9,13.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
211,c_a_vous,media,Media-Centre,Media-Centre,1771359782,9,13.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
212,c_a_vous,media,Media-Centre,Media-Centre,1771270526,13,9.0,garder,Cadre interprétatif,La violence politique et la radicalisation du débat public imputées tant à LFI qu'à « l'extrême gauche »,5
213,c_a_vous,media,Media-Centre,Media-Centre,1774623423,5,6.0,exclu,,,
214,c_a_vous,media,Media-Centre,Media-Centre,1776767090,3,,exclu,,,
215,c_a_vous,media,Media-Centre,Media-Centre,1776437362,-1,-1.0,outlier,,,
216,france24,media,Media-Centre,Media-Centre,1771525813,-1,-1.0,outlier,,,
217,france24,media,Media-Centre,Media-Centre,1771264820,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
218,france.inter,media,Media-Centre,Media-Centre,1772776800,5,6.0,exclu,,,
219,france.inter,media,Media-Centre,Media-Centre,1772859600,5,6.0,exclu,,,
220,france.inter,media,Media-Centre,Media-Centre,1772017200,3,,exclu,,,
221,france.inter,media,Media-Centre,Media-Centre,1771923600,3,,exclu,,,
222,france.inter,media,Media-Centre,Media-Centre,1771506000,-1,-1.0,outlier,,,
223,france.inter,media,Media-Centre,Media-Centre,1771452000,15,16.0,garder,Fil factuel,"Lyon, épicentre historique de l'affrontement extrême droite / antifascistes",15
224,france.inter,media,Media-Centre,Media-Centre,1771414185,20,20.0,garder,Cadre interprétatif,La bataille du récit médiatique : emprise des médias Bolloré et critiques de LFI à l'égard des médias,6
225,france.inter,media,Media-Centre,Media-Centre,1771362000,-1,-1.0,outlier,,,
226,france.inter,media,Media-Centre,Media-Centre,1771365600,3,,exclu,,,
227,france.inter,media,Media-Centre,Media-Centre,1771531200,5,6.0,exclu,,,
228,france.inter,media,Media-Centre,Media-Centre,1771320600,-1,-1.0,outlier,,,
229,france.inter,media,Media-Centre,Media-Centre,1771318746,-1,-1.0,outlier,,,
230,france.inter,media,Media-Centre,Media-Centre,1771265701,4,7.0,garder,Cadre interprétatif,Les liens LFI–Jeune Garde et la contre-offensive de Mélenchon,2
231,france.inter,media,Media-Centre,Media-Centre,1771260300,4,7.0,garder,Cadre interprétatif,Les liens LFI–Jeune Garde et la contre-offensive de Mélenchon,2
232,france.inter,media,Media-Centre,Media-Centre,1771272000,13,9.0,garder,Cadre interprétatif,La violence politique et la radicalisation du débat public imputées tant à LFI qu'à « l'extrême gauche »,5
233,france.inter,media,Media-Centre,Media-Centre,1771234220,12,14.0,garder,Fil factuel,La Jeune Garde : présentation du groupuscule et sa dissolution,14
234,france.inter,media,Media-Centre,Media-Centre,1770973280,18,19.0,exclu,,,
235,france.inter,media,Media-Centre,Media-Centre,1775376000,3,,exclu,,,
236,france.inter,media,Media-Centre,Media-Centre,1775332800,5,6.0,exclu,,,
237,france.inter,media,Media-Centre,Media-Centre,1775068200,3,,exclu,,,
238,france.inter,media,Media-Centre,Media-Centre,1774814400,20,20.0,garder,Cadre interprétatif,La bataille du récit médiatique : emprise des médias Bolloré et critiques de LFI à l'égard des médias,6
239,france.inter,media,Media-Centre,Media-Centre,1774645200,3,,exclu,,,
240,france.inter,media,Media-Centre,Media-Centre,1774515600,-1,-1.0,outlier,,,
241,france.inter,media,Media-Centre,Media-Centre,1774256406,23,,exclu,,,
242,france.inter,media,Media-Centre,Media-Centre,1774342800,3,,exclu,,,
243,france.inter,media,Media-Centre,Media-Centre,1773984600,2,3.0,garder,Cadre interprétatif,La revendication antifasciste de la gauche radicale et sa mise en cause par l'extrême droite,1
244,france.inter,media,Media-Centre,Media-Centre,1773950400,3,,exclu,,,
245,france.inter,media,Media-Centre,Media-Centre,1773784800,5,6.0,exclu,,,
246,france.inter,media,Media-Centre,Media-Centre,1773657000,1,1.0,exclu,,,
247,france.inter,media,Media-Centre,Media-Centre,1773653028,1,1.0,exclu,,,
248,france.inter,media,Media-Centre,Media-Centre,1773649065,16,17.0,exclu,,,
249,france.inter,media,Media-Centre,Media-Centre,1773738000,3,,exclu,,,
250,france.inter,media,Media-Centre,Media-Centre,1773261000,1,1.0,exclu,,,
251,france.inter,media,Media-Centre,Media-Centre,1776758400,3,,exclu,,,
252,france.inter,media,Media-Centre,Media-Centre,1776255678,3,,exclu,,,
253,france.inter,media,Media-Centre,Media-Centre,1776067200,5,6.0,exclu,,,
254,france.inter,media,Media-Centre,Media-Centre,1775844000,5,6.0,exclu,,,
255,france.inter,media,Media-Centre,Media-Centre,1775853000,-1,-1.0,outlier,,,
256,lcp_an,media,Media-Centre,Media-Centre,1772053200,-1,-1.0,outlier,,,
257,lcp_an,media,Media-Centre,Media-Centre,1772018066,6,5.0,garder,Fil factuel,"Raphaël Arnault : silence, retour dans le débat public et appels à la démission",12
258,lcp_an,media,Media-Centre,Media-Centre,1772002857,2,3.0,garder,Cadre interprétatif,La revendication antifasciste de la gauche radicale et sa mise en cause par l'extrême droite,1
259,lcp_an,media,Media-Centre,Media-Centre,1771959600,10,12.0,garder,Fil factuel,Collectif Némésis : révélations sur le groupuscule et demande de dissolution,13
260,lcp_an,media,Media-Centre,Media-Centre,1771953352,11,11.0,garder,Cadre interprétatif,L'affrontement Panot–Lecornu à l'Assemblée : instrumentalisation dénoncée et renversement de l'accusation par LFI,4
261,lcp_an,media,Media-Centre,Media-Centre,1771929280,6,5.0,garder,Fil factuel,"Raphaël Arnault : silence, retour dans le débat public et appels à la démission",12
262,lcp_an,media,Media-Centre,Media-Centre,1771438434,20,20.0,garder,Cadre interprétatif,La bataille du récit médiatique : emprise des médias Bolloré et critiques de LFI à l'égard des médias,6
263,lcp_an,media,Media-Centre,Media-Centre,1771433472,9,13.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
264,lcp_an,media,Media-Centre,Media-Centre,1771400114,6,5.0,garder,Fil factuel,"Raphaël Arnault : silence, retour dans le débat public et appels à la démission",12
265,lcp_an,media,Media-Centre,Media-Centre,1771358712,6,5.0,garder,Fil factuel,"Raphaël Arnault : silence, retour dans le débat public et appels à la démission",12
266,lcp_an,media,Media-Centre,Media-Centre,1771352660,9,13.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
267,lcp_an,media,Media-Centre,Media-Centre,1771348438,11,11.0,garder,Cadre interprétatif,L'affrontement Panot–Lecornu à l'Assemblée : instrumentalisation dénoncée et renversement de l'accusation par LFI,4
268,lcp_an,media,Media-Centre,Media-Centre,1771344264,7,4.0,garder,Cadre interprétatif,« L'extrême gauche tue » : responsabilité de l'« ultra-gauche » et complaisance de LFI,3
269,lcp_an,media,Media-Centre,Media-Centre,1771340250,17,18.0,garder,Fil factuel,Minute de silence à l'Assemblée nationale et refus unanime de la violence,16
270,lcp_an,media,Media-Centre,Media-Centre,1771322898,10,12.0,garder,Fil factuel,Collectif Némésis : révélations sur le groupuscule et demande de dissolution,13
271,lcp_an,media,Media-Centre,Media-Centre,1771272000,6,5.0,garder,Fil factuel,"Raphaël Arnault : silence, retour dans le débat public et appels à la démission",12
272,lcp_an,media,Media-Centre,Media-Centre,1771265380,-1,-1.0,outlier,,,
273,lcp_an,media,Media-Centre,Media-Centre,1771251441,-1,-1.0,outlier,,,
274,lcp_an,media,Media-Centre,Media-Centre,1771238764,6,5.0,garder,Fil factuel,"Raphaël Arnault : silence, retour dans le débat public et appels à la démission",12
275,lcp_an,media,Media-Centre,Media-Centre,1775581200,3,,exclu,,,
276,lcp_an,media,Media-Centre,Media-Centre,1775053740,6,5.0,garder,Fil factuel,"Raphaël Arnault : silence, retour dans le débat public et appels à la démission",12
277,lcp_an,media,Media-Centre,Media-Centre,1774961922,6,5.0,garder,Fil factuel,"Raphaël Arnault : silence, retour dans le débat public et appels à la démission",12
278,lemondefr,media,Media-Centre,Media-Centre,1772043482,2,3.0,garder,Cadre interprétatif,La revendication antifasciste de la gauche radicale et sa mise en cause par l'extrême droite,1
279,lemondefr,media,Media-Centre,Media-Centre,1771751950,19,2.0,garder,Fil factuel,Marche d'hommage à Quentin Deranque et controverse des slogans et symboles nazis,11
280,lemondefr,media,Media-Centre,Media-Centre,1771612331,15,16.0,garder,Fil factuel,"Lyon, épicentre historique de l'affrontement extrême droite / antifascistes",15
281,lemondefr,media,Media-Centre,Media-Centre,1771439616,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
282,lemondefr,media,Media-Centre,Media-Centre,1771347762,11,11.0,garder,Cadre interprétatif,L'affrontement Panot–Lecornu à l'Assemblée : instrumentalisation dénoncée et renversement de l'accusation par LFI,4
283,lemondefr,media,Media-Centre,Media-Centre,1771258795,8,8.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
284,lemondefr,media,Media-Centre,Media-Centre,1773649949,1,1.0,exclu,,,
285,nouvelobs,media,Media-Centre,Media-Centre,1772185400,13,9.0,garder,Cadre interprétatif,La violence politique et la radicalisation du débat public imputées tant à LFI qu'à « l'extrême gauche »,5
286,nouvelobs,media,Media-Centre,Media-Centre,1772099658,4,7.0,garder,Cadre interprétatif,Les liens LFI–Jeune Garde et la contre-offensive de Mélenchon,2
287,nouvelobs,media,Media-Centre,Media-Centre,1772038800,4,7.0,garder,Cadre interprétatif,Les liens LFI–Jeune Garde et la contre-offensive de Mélenchon,2
288,nouvelobs,media,Media-Centre,Media-Centre,1771853842,-1,-1.0,outlier,,,
289,nouvelobs,media,Media-Centre,Media-Centre,1771581963,-1,-1.0,outlier,,,
290,nouvelobs,media,Media-Centre,Media-Centre,1771494202,-1,-1.0,outlier,,,
291,nouvelobs,media,Media-Centre,Media-Centre,1771424690,15,16.0,garder,Fil factuel,"Lyon, épicentre historique de l'affrontement extrême droite / antifascistes",15
292,nouvelobs,media,Media-Centre,Media-Centre,1775472301,-1,-1.0,outlier,,,
293,nouvelobs,media,Media-Centre,Media-Centre,1773638700,1,1.0,exclu,,,
294,nouvelobs,media,Media-Centre,Media-Centre,1773616322,1,1.0,exclu,,,
295,nouvelobs,media,Media-Centre,Media-Centre,1773245700,1,1.0,exclu,,,
296,lehuffpostfr,media,Media-Centre,Media-Centre,1771250518,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
297,lehuffpostfr,media,Media-Centre,Media-Centre,1776437023,-1,-1.0,outlier,,,
298,publicsenat,media,Media-Centre,Media-Centre,1773163916,1,1.0,exclu,,,
299,publicsenat,media,Media-Centre,Media-Centre,1773064556,1,1.0,exclu,,,
300,publicsenat,media,Media-Centre,Media-Centre,1772038337,-1,-1.0,outlier,,,
301,publicsenat,media,Media-Centre,Media-Centre,1772020815,22,21.0,garder,Cadre interprétatif,« Bascule fasciste » et « danger de l'extrême droite » : contre-cadrage de LFI,8
302,publicsenat,media,Media-Centre,Media-Centre,1771858786,-1,-1.0,outlier,,,
303,publicsenat,media,Media-Centre,Media-Centre,1771846221,19,2.0,garder,Fil factuel,Marche d'hommage à Quentin Deranque et controverse des slogans et symboles nazis,11
304,publicsenat,media,Media-Centre,Media-Centre,1771499711,13,9.0,garder,Cadre interprétatif,La violence politique et la radicalisation du débat public imputées tant à LFI qu'à « l'extrême gauche »,5
305,publicsenat,media,Media-Centre,Media-Centre,1771434255,-1,-1.0,outlier,,,
306,publicsenat,media,Media-Centre,Media-Centre,1771350401,13,9.0,garder,Cadre interprétatif,La violence politique et la radicalisation du débat public imputées tant à LFI qu'à « l'extrême gauche »,5
307,publicsenat,media,Media-Centre,Media-Centre,1771340413,4,7.0,garder,Cadre interprétatif,Les liens LFI–Jeune Garde et la contre-offensive de Mélenchon,2
308,publicsenat,media,Media-Centre,Media-Centre,1770735619,2,3.0,garder,Cadre interprétatif,La revendication antifasciste de la gauche radicale et sa mise en cause par l'extrême droite,1
309,publicsenat,media,Media-Centre,Media-Centre,1775230207,3,,exclu,,,
310,publicsenat,media,Media-Centre,Media-Centre,1774541873,2,3.0,garder,Cadre interprétatif,La revendication antifasciste de la gauche radicale et sa mise en cause par l'extrême droite,1
311,publicsenat,media,Media-Centre,Media-Centre,1776270250,-1,-1.0,outlier,,,
312,publicsenat,media,Media-Centre,Media-Centre,1775813412,3,,exclu,,,
313,rtl.officiel,media,Media-Centre,Media-Centre,1771835671,2,3.0,garder,Cadre interprétatif,La revendication antifasciste de la gauche radicale et sa mise en cause par l'extrême droite,1
314,rtl.officiel,media,Media-Centre,Media-Centre,1771767000,19,2.0,garder,Fil factuel,Marche d'hommage à Quentin Deranque et controverse des slogans et symboles nazis,11
315,rtl.officiel,media,Media-Centre,Media-Centre,1771615765,13,9.0,garder,Cadre interprétatif,La violence politique et la radicalisation du débat public imputées tant à LFI qu'à « l'extrême gauche »,5
316,rtl.officiel,media,Media-Centre,Media-Centre,1771611862,-1,-1.0,outlier,,,
317,rtl.officiel,media,Media-Centre,Media-Centre,1771571638,14,2.0,garder,Fil factuel,Marche d'hommage à Quentin Deranque et controverse des slogans et symboles nazis,11
318,rtl.officiel,media,Media-Centre,Media-Centre,1771533000,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
319,rtl.officiel,media,Media-Centre,Media-Centre,1771486965,8,8.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
320,rtl.officiel,media,Media-Centre,Media-Centre,1771439088,4,7.0,garder,Cadre interprétatif,Les liens LFI–Jeune Garde et la contre-offensive de Mélenchon,2
321,rtl.officiel,media,Media-Centre,Media-Centre,1771446600,7,4.0,garder,Cadre interprétatif,« L'extrême gauche tue » : responsabilité de l'« ultra-gauche » et complaisance de LFI,3
322,rtl.officiel,media,Media-Centre,Media-Centre,1771400040,4,7.0,garder,Cadre interprétatif,Les liens LFI–Jeune Garde et la contre-offensive de Mélenchon,2
323,rtl.officiel,media,Media-Centre,Media-Centre,1771314005,-1,-1.0,outlier,,,
324,rtl.officiel,media,Media-Centre,Media-Centre,1771281000,23,,exclu,,,
325,rtl.officiel,media,Media-Centre,Media-Centre,1771270195,4,7.0,garder,Cadre interprétatif,Les liens LFI–Jeune Garde et la contre-offensive de Mélenchon,2
326,rtl.officiel,media,Media-Centre,Media-Centre,1771255800,5,6.0,exclu,,,
327,rtl.officiel,media,Media-Centre,Media-Centre,1771248600,-1,-1.0,outlier,,,
328,rtl.officiel,media,Media-Centre,Media-Centre,1771230600,-1,-1.0,outlier,,,
329,rtl.officiel,media,Media-Centre,Media-Centre,1771223784,-1,-1.0,outlier,,,
330,rtl.officiel,media,Media-Centre,Media-Centre,1771173000,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
331,rtl.officiel,media,Media-Centre,Media-Centre,1774197000,5,6.0,exclu,,,
332,rtl.officiel,media,Media-Centre,Media-Centre,1773844200,1,1.0,exclu,,,
333,rtlinfo,media,Media-Centre,Media-Centre,1776867025,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
334,franceinfo,media,Media-Centre,Media-Centre,1772213416,-1,-1.0,outlier,,,
335,franceinfo,media,Media-Centre,Media-Centre,1771942718,-1,-1.0,outlier,,,
336,franceinfo,media,Media-Centre,Media-Centre,1771916407,-1,-1.0,outlier,,,
337,franceinfo,media,Media-Centre,Media-Centre,1771780805,-1,-1.0,outlier,,,
338,franceinfo,media,Media-Centre,Media-Centre,1771713380,15,16.0,garder,Fil factuel,"Lyon, épicentre historique de l'affrontement extrême droite / antifascistes",15
339,franceinfo,media,Media-Centre,Media-Centre,1771667934,-1,-1.0,outlier,,,
340,franceinfo,media,Media-Centre,Media-Centre,1771614015,-1,-1.0,outlier,,,
341,franceinfo,media,Media-Centre,Media-Centre,1771610411,13,9.0,garder,Cadre interprétatif,La violence politique et la radicalisation du débat public imputées tant à LFI qu'à « l'extrême gauche »,5
342,franceinfo,media,Media-Centre,Media-Centre,1771599618,14,2.0,garder,Fil factuel,Marche d'hommage à Quentin Deranque et controverse des slogans et symboles nazis,11
343,franceinfo,media,Media-Centre,Media-Centre,1771520048,8,8.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
344,franceinfo,media,Media-Centre,Media-Centre,1771495215,17,18.0,garder,Fil factuel,Minute de silence à l'Assemblée nationale et refus unanime de la violence,16
345,franceinfo,media,Media-Centre,Media-Centre,1771441886,-1,-1.0,outlier,,,
346,franceinfo,media,Media-Centre,Media-Centre,1771424682,17,18.0,garder,Fil factuel,Minute de silence à l'Assemblée nationale et refus unanime de la violence,16
347,franceinfo,media,Media-Centre,Media-Centre,1771368570,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
348,franceinfo,media,Media-Centre,Media-Centre,1771338721,17,18.0,garder,Fil factuel,Minute de silence à l'Assemblée nationale et refus unanime de la violence,16
349,franceinfo,media,Media-Centre,Media-Centre,1771281002,12,14.0,garder,Fil factuel,La Jeune Garde : présentation du groupuscule et sa dissolution,14
350,franceinfo,media,Media-Centre,Media-Centre,1771262438,8,8.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
351,franceinfo,media,Media-Centre,Media-Centre,1771171218,13,9.0,garder,Cadre interprétatif,La violence politique et la radicalisation du débat public imputées tant à LFI qu'à « l'extrême gauche »,5
352,franceinfo,media,Media-Centre,Media-Centre,1771066905,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
353,franceinfo,media,Media-Centre,Media-Centre,1773612484,1,1.0,exclu,,,
354,franceinfo,media,Media-Centre,Media-Centre,1773609970,1,1.0,exclu,,,
355,franceinfo,media,Media-Centre,Media-Centre,1773442626,24,23.0,garder,Cadre interprétatif,Révélations Mediapart sur le passé néonazi de Quentin Deranque et déconstruction de la figure du martyr,7
356,franceinfo,media,Media-Centre,Media-Centre,1776853203,-1,-1.0,outlier,,,
357,m6info_,media,Media-Centre,Media-Centre,1772792784,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
358,m6info_,media,Media-Centre,Media-Centre,1771780420,-1,-1.0,outlier,,,
359,m6info_,media,Media-Centre,Media-Centre,1771703401,19,2.0,garder,Fil factuel,Marche d'hommage à Quentin Deranque et controverse des slogans et symboles nazis,11
360,m6info_,media,Media-Centre,Media-Centre,1771605000,14,2.0,garder,Fil factuel,Marche d'hommage à Quentin Deranque et controverse des slogans et symboles nazis,11
361,m6info_,media,Media-Centre,Media-Centre,1771513200,15,16.0,garder,Fil factuel,"Lyon, épicentre historique de l'affrontement extrême droite / antifascistes",15
362,m6info_,media,Media-Centre,Media-Centre,1771429996,13,9.0,garder,Cadre interprétatif,La violence politique et la radicalisation du débat public imputées tant à LFI qu'à « l'extrême gauche »,5
363,m6info_,media,Media-Centre,Media-Centre,1771423347,9,13.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
364,m6info_,media,Media-Centre,Media-Centre,1771338459,17,18.0,garder,Fil factuel,Minute de silence à l'Assemblée nationale et refus unanime de la violence,16
365,m6info_,media,Media-Centre,Media-Centre,1771257120,8,8.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
366,m6info_,media,Media-Centre,Media-Centre,1771165800,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
367,m6info_,media,Media-Centre,Media-Centre,1771084558,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
368,m6info_,media,Media-Centre,Media-Centre,1773650592,1,1.0,exclu,,,
369,m6info_,media,Media-Centre,Media-Centre,1773606205,1,1.0,exclu,,,
370,m6info_,media,Media-Centre,Media-Centre,1776853800,-1,-1.0,outlier,,,
371,liberation.fr,media,Media-Gauche,Media-Gauche,1772725501,18,19.0,exclu,,,
372,liberation.fr,media,Media-Gauche,Media-Gauche,1771873414,22,21.0,garder,Cadre interprétatif,« Bascule fasciste » et « danger de l'extrême droite » : contre-cadrage de LFI,8
373,liberation.fr,media,Media-Gauche,Media-Gauche,1771620972,-1,-1.0,outlier,,,
374,liberation.fr,media,Media-Gauche,Media-Gauche,1771526555,-1,-1.0,outlier,,,
375,liberation.fr,media,Media-Gauche,Media-Gauche,1771268263,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
376,liberation.fr,media,Media-Gauche,Media-Gauche,1775234457,10,12.0,garder,Fil factuel,Collectif Némésis : révélations sur le groupuscule et demande de dissolution,13
377,liberation.fr,media,Media-Gauche,Media-Gauche,1776447528,-1,-1.0,outlier,,,
378,bfmtv,media,Media-Droite,Media-Droite,1772795497,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
379,bfmtv,media,Media-Droite,Media-Droite,1772615345,9,13.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
380,bfmtv,media,Media-Droite,Media-Droite,1772052319,6,5.0,garder,Fil factuel,"Raphaël Arnault : silence, retour dans le débat public et appels à la démission",12
381,bfmtv,media,Media-Droite,Media-Droite,1772050070,13,9.0,garder,Cadre interprétatif,La violence politique et la radicalisation du débat public imputées tant à LFI qu'à « l'extrême gauche »,5
382,bfmtv,media,Media-Droite,Media-Droite,1772042152,10,12.0,garder,Fil factuel,Collectif Némésis : révélations sur le groupuscule et demande de dissolution,13
383,bfmtv,media,Media-Droite,Media-Droite,1771966263,-1,-1.0,outlier,,,
384,bfmtv,media,Media-Droite,Media-Droite,1771950531,-1,-1.0,outlier,,,
385,bfmtv,media,Media-Droite,Media-Droite,1771943903,10,12.0,garder,Fil factuel,Collectif Némésis : révélations sur le groupuscule et demande de dissolution,13
386,bfmtv,media,Media-Droite,Media-Droite,1771874863,-1,-1.0,outlier,,,
387,bfmtv,media,Media-Droite,Media-Droite,1771767840,6,5.0,garder,Fil factuel,"Raphaël Arnault : silence, retour dans le débat public et appels à la démission",12
388,bfmtv,media,Media-Droite,Media-Droite,1771754550,-1,-1.0,outlier,,,
389,bfmtv,media,Media-Droite,Media-Droite,1771696203,14,2.0,garder,Fil factuel,Marche d'hommage à Quentin Deranque et controverse des slogans et symboles nazis,11
390,bfmtv,media,Media-Droite,Media-Droite,1771687985,14,2.0,garder,Fil factuel,Marche d'hommage à Quentin Deranque et controverse des slogans et symboles nazis,11
391,bfmtv,media,Media-Droite,Media-Droite,1771575357,8,8.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
392,bfmtv,media,Media-Droite,Media-Droite,1771534891,4,7.0,garder,Cadre interprétatif,Les liens LFI–Jeune Garde et la contre-offensive de Mélenchon,2
393,bfmtv,media,Media-Droite,Media-Droite,1771526486,-1,-1.0,outlier,,,
394,bfmtv,media,Media-Droite,Media-Droite,1771519041,8,8.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
395,bfmtv,media,Media-Droite,Media-Droite,1771518641,8,8.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
396,bfmtv,media,Media-Droite,Media-Droite,1771502464,-1,-1.0,outlier,,,
397,bfmtv,media,Media-Droite,Media-Droite,1771433303,9,13.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
398,bfmtv,media,Media-Droite,Media-Droite,1771430002,6,5.0,garder,Fil factuel,"Raphaël Arnault : silence, retour dans le débat public et appels à la démission",12
399,bfmtv,media,Media-Droite,Media-Droite,1771427855,4,7.0,garder,Cadre interprétatif,Les liens LFI–Jeune Garde et la contre-offensive de Mélenchon,2
400,bfmtv,media,Media-Droite,Media-Droite,1771408468,9,13.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
401,bfmtv,media,Media-Droite,Media-Droite,1771402711,9,13.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
402,bfmtv,media,Media-Droite,Media-Droite,1771361230,9,13.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
403,bfmtv,media,Media-Droite,Media-Droite,1771351191,9,13.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
404,bfmtv,media,Media-Droite,Media-Droite,1771347743,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
405,bfmtv,media,Media-Droite,Media-Droite,1771344345,11,11.0,garder,Cadre interprétatif,L'affrontement Panot–Lecornu à l'Assemblée : instrumentalisation dénoncée et renversement de l'accusation par LFI,4
406,bfmtv,media,Media-Droite,Media-Droite,1771337265,17,18.0,garder,Fil factuel,Minute de silence à l'Assemblée nationale et refus unanime de la violence,16
407,bfmtv,media,Media-Droite,Media-Droite,1771335689,12,14.0,garder,Fil factuel,La Jeune Garde : présentation du groupuscule et sa dissolution,14
408,bfmtv,media,Media-Droite,Media-Droite,1771321377,17,18.0,garder,Fil factuel,Minute de silence à l'Assemblée nationale et refus unanime de la violence,16
409,bfmtv,media,Media-Droite,Media-Droite,1771311471,8,8.0,garder,Fil factuel,Déroulement de l'enquête judiciaire,10
410,bfmtv,media,Media-Droite,Media-Droite,1771259126,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
411,bfmtv,media,Media-Droite,Media-Droite,1771249134,6,5.0,garder,Fil factuel,"Raphaël Arnault : silence, retour dans le débat public et appels à la démission",12
412,bfmtv,media,Media-Droite,Media-Droite,1771229678,4,7.0,garder,Cadre interprétatif,Les liens LFI–Jeune Garde et la contre-offensive de Mélenchon,2
413,bfmtv,media,Media-Droite,Media-Droite,1771186880,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
414,bfmtv,media,Media-Droite,Media-Droite,1771144283,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
415,bfmtv,media,Media-Droite,Media-Droite,1771067135,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
416,bfmtv,media,Media-Droite,Media-Droite,1775672984,21,22.0,exclu,,,
417,bfmtv,media,Media-Droite,Media-Droite,1774595730,0,0.0,garder,Fil factuel,Récit et reconstitution des faits,9
418,bfmtv,media,Media-Droite,Media-Droite,1773824853,1,1.0,exclu,,,
419,bfmtv,media,Media-Droite,Media-Droite,1773747976,16,17.0,exclu,,,
420,bfmtv,media,Media-Droite,Media-Droite,1773674492,1,1.0,exclu,,,
